Device : ;PAX1000IR2/M
Serial Number : ;M00773008
Firmware Version : ;1.2.1
Software Version : ;1.4.2002.183
Wavelength [nm] : ;1560
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2025-02-20 14:00:30.20;0.00:32:00:995;0.00;-0.56;0.83;0.1698;-0.0003494;-0.09999;0.1489;-45.10;28.06;105.66;87.72;58.89;0.1698;0.1794;-0.009609;-7.701;-7.462;-99.990;0.50;123.88;
2025-02-20 14:00:30.46;0.00:32:01:251;-0.13;-0.62;0.77;0.1845;-0.02379;-0.1113;0.1375;-51.04;25.20;96.77;74.57;61.68;0.1845;0.1785;0.005955;-7.341;-7.483;-22.252;0.43;128.97;
2025-02-20 14:00:30.71;0.00:32:01:506;-0.05;-0.67;0.74;0.1752;-0.009911;-0.123;0.1377;-47.30;24.07;105.52;78.59;70.42;0.1752;0.1849;-0.009678;-7.564;-7.330;-99.990;0.47;131.77;
2025-02-20 14:00:30.97;0.00:32:01:763;-0.16;-0.64;0.75;0.198;-0.0329;-0.1305;0.1537;-52.08;24.40;103.21;77.66;67.98;0.198;0.2043;-0.006356;-7.034;-6.897;-99.990;0.42;130.32;
2025-02-20 14:00:31.22;0.00:32:02:017;-0.09;-0.70;0.71;0.1772;-0.01755;-0.13;0.1317;-48.85;22.56;104.88;74.32;74.01;0.1772;0.1859;-0.008651;-7.515;-7.308;-99.990;0.45;134.62;
2025-02-20 14:00:31.48;0.00:32:02:274;-0.22;-0.67;0.71;0.1908;-0.04493;-0.1354;0.1453;-54.18;22.76;106.73;76.14;74.79;0.1908;0.2036;-0.01284;-7.195;-6.912;-99.990;0.39;132.99;
2025-02-20 14:00:31.73;0.00:32:02:529;-0.23;-0.59;0.78;0.1979;-0.04539;-0.115;0.1517;-55.77;25.40;98.86;76.62;62.47;0.1979;0.1957;0.002249;-7.035;-7.085;-26.481;0.38;127.18;
2025-02-20 14:00:31.99;0.00:32:02:784;-0.27;-0.61;0.75;0.1876;-0.05393;-0.1212;0.1497;-57.00;24.22;106.61;79.79;70.72;0.1876;0.2;-0.01241;-7.268;-6.990;-99.990;0.37;129.00;
2025-02-20 14:00:32.25;0.00:32:03:041;-0.26;-0.56;0.79;0.1989;-0.0517;-0.1111;0.1573;-57.48;26.04;100.22;79.05;61.60;0.1989;0.1994;-0.0004291;-7.013;-7.003;-99.990;0.37;125.24;
2025-02-20 14:00:32.50;0.00:32:03:297;-0.24;-0.49;0.84;0.1706;-0.0419;-0.0852;0.1458;-58.09;28.47;102.02;85.50;55.67;0.1706;0.174;-0.003449;-7.681;-7.594;-99.990;0.38;120.30;
2025-02-20 14:00:32.76;0.00:32:03:552;-0.15;-0.56;0.82;0.1979;-0.02888;-0.1085;0.1585;-52.45;27.34;98.11;80.06;56.72;0.1979;0.1942;0.003733;-7.035;-7.118;-24.280;0.43;124.40;
2025-02-20 14:00:33.01;0.00:32:03:807;-0.07;-0.62;0.79;0.1781;-0.01243;-0.1108;0.1413;-48.20;25.87;101.10;79.37;62.61;0.1781;0.18;-0.001951;-7.494;-7.447;-99.990;0.47;128.09;
2025-02-20 14:00:33.27;0.00:32:04:063;-0.24;-0.54;0.81;0.1955;-0.04956;-0.1093;0.1646;-57.19;26.95;104.24;84.23;61.41;0.1955;0.2038;-0.008292;-7.089;-6.909;-99.990;0.38;123.59;
2025-02-20 14:00:33.52;0.00:32:04:320;-0.07;-0.63;0.78;0.1815;-0.01364;-0.1221;0.1514;-48.19;25.48;107.44;83.45;67.67;0.1815;0.195;-0.0135;-7.412;-7.100;-99.990;0.47;128.87;
2025-02-20 14:00:33.78;0.00:32:04:576;-0.14;-0.64;0.75;0.1916;-0.02584;-0.1202;0.1403;-51.06;24.38;97.39;73.24;64.19;0.1916;0.1866;0.004999;-7.177;-7.292;-23.012;0.43;130.59;
2025-02-20 14:00:34.04;0.00:32:04:831;-0.21;-0.64;0.74;0.1881;-0.04102;-0.1279;0.1469;-53.89;23.78;105.81;78.09;71.40;0.1881;0.1991;-0.01093;-7.255;-7.010;-99.990;0.40;131.04;
2025-02-20 14:00:34.29;0.00:32:05:087;-0.12;-0.61;0.79;0.1885;-0.02202;-0.1115;0.1445;-50.58;25.91;97.58;76.70;60.33;0.1885;0.1839;0.004558;-7.248;-7.354;-23.412;0.44;127.66;
2025-02-20 14:00:34.55;0.00:32:05:343;-0.06;-0.63;0.78;0.1783;-0.01152;-0.119;0.1477;-47.76;25.50;106.54;82.79;67.05;0.1783;0.19;-0.01167;-7.487;-7.212;-99.990;0.47;128.87;
2025-02-20 14:00:34.80;0.00:32:05:599;-0.12;-0.60;0.79;0.1864;-0.02247;-0.1084;0.143;-50.86;26.13;97.01;76.71;59.38;0.1864;0.1808;0.005582;-7.295;-7.427;-22.532;0.44;127.16;
2025-02-20 14:00:35.06;0.00:32:05:854;-0.18;-0.63;0.76;0.1777;-0.03378;-0.1194;0.1443;-52.90;24.66;107.08;81.19;69.81;0.1777;0.1903;-0.01258;-7.502;-7.205;-99.990;0.41;129.60;
2025-02-20 14:00:35.31;0.00:32:06:109;-0.19;-0.61;0.77;0.1951;-0.03757;-0.1201;0.1529;-53.69;25.27;101.48;78.36;64.48;0.1951;0.198;-0.002889;-7.097;-7.033;-99.990;0.41;128.14;
2025-02-20 14:00:35.57;0.00:32:06:365;-0.02;-0.60;0.80;0.1757;-0.003878;-0.1121;0.1489;-45.99;26.50;106.12;84.75;63.87;0.1757;0.1864;-0.01075;-7.553;-7.295;-99.990;0.49;126.98;
2025-02-20 14:00:35.83;0.00:32:06:621;-0.29;-0.66;0.69;0.1998;-0.06087;-0.1383;0.143;-56.88;21.71;104.16;71.60;75.64;0.1998;0.2081;-0.008306;-6.995;-6.818;-99.990;0.35;134.04;
2025-02-20 14:00:36.08;0.00:32:06:877;-0.13;-0.63;0.77;0.1899;-0.02436;-0.1144;0.1403;-51.01;25.10;96.20;73.90;61.58;0.1899;0.1827;0.007223;-7.215;-7.384;-21.413;0.43;129.18;
2025-02-20 14:00:36.34;0.00:32:07:132;-0.12;-0.71;0.69;0.1749;-0.02196;-0.1287;0.1255;-49.84;21.93;103.53;71.73;74.65;0.1749;0.1811;-0.006172;-7.571;-7.420;-99.990;0.44;135.73;
2025-02-20 14:00:36.59;0.00:32:07:388;-0.26;-0.66;0.70;0.1954;-0.04836;-0.1231;0.1302;-55.73;22.28;94.97;66.63;67.67;0.1954;0.1855;0.009829;-7.091;-7.316;-20.075;0.37;133.39;
2025-02-20 14:00:36.85;0.00:32:07:644;-0.14;-0.63;0.76;0.1754;-0.02624;-0.1178;0.142;-51.28;24.81;106.23;80.93;68.81;0.1754;0.1864;-0.01093;-7.559;-7.296;-99.990;0.43;129.69;
2025-02-20 14:00:37.11;0.00:32:07:901;-0.09;-0.61;0.79;0.1789;-0.01603;-0.1073;0.1388;-49.25;26.00;98.49;77.60;60.65;0.1789;0.1762;0.002703;-7.474;-7.540;-25.682;0.45;127.70;
2025-02-20 14:00:37.36;0.00:32:08:156;-0.14;-0.65;0.75;0.1844;-0.0276;-0.1274;0.1468;-51.11;24.20;106.50;79.63;70.72;0.1844;0.1964;-0.01199;-7.342;-7.069;-99.990;0.43;130.96;
2025-02-20 14:00:37.62;0.00:32:08:412;-0.37;-0.52;0.77;0.2024;-0.07554;-0.1041;0.1553;-62.98;25.18;99.62;76.71;63.56;0.2024;0.2016;0.0007675;-6.938;-6.954;-31.149;0.31;123.85;
2025-02-20 14:00:37.87;0.00:32:08:668;-0.16;-0.64;0.75;0.1808;-0.03175;-0.1245;0.1471;-52.15;24.43;108.01;81.34;71.05;0.1808;0.1953;-0.01448;-7.427;-7.093;-99.990;0.42;130.24;
2025-02-20 14:00:38.13;0.00:32:08:924;-0.12;-0.62;0.77;0.1982;-0.0241;-0.1231;0.1523;-50.54;25.26;99.54;76.83;63.29;0.1982;0.1973;0.0009083;-7.030;-7.050;-30.418;0.44;128.95;
2025-02-20 14:00:38.38;0.00:32:09:180;0.04;-0.66;0.75;0.179;0.006941;-0.1176;0.1342;-43.31;24.37;99.73;74.96;65.79;0.179;0.1786;0.0004762;-7.471;-7.482;-33.222;0.52;131.22;
2025-02-20 14:00:38.64;0.00:32:09:436;-0.04;-0.68;0.73;0.1836;-0.008626;-0.1329;0.1439;-46.86;23.61;106.78;78.36;72.53;0.1836;0.196;-0.01245;-7.361;-7.077;-99.990;0.48;132.73;
2025-02-20 14:00:38.90;0.00:32:09:692;-0.05;-0.63;0.77;0.1754;-0.009833;-0.1138;0.1387;-47.47;25.27;102.45;79.09;65.12;0.1754;0.1797;-0.004295;-7.559;-7.454;-99.990;0.47;129.36;
2025-02-20 14:00:39.15;0.00:32:09:946;-0.06;-0.66;0.75;0.1843;-0.01147;-0.1316;0.1476;-47.49;24.09;107.49;80.10;71.68;0.1843;0.1981;-0.0138;-7.346;-7.032;-99.990;0.47;131.72;
2025-02-20 14:00:39.41;0.00:32:10:203;-0.17;-0.61;0.78;0.1903;-0.03226;-0.1116;0.1432;-53.06;25.47;96.85;75.22;61.02;0.1903;0.1843;0.005988;-7.205;-7.344;-22.227;0.41;127.93;
2025-02-20 14:00:39.66;0.00:32:10:457;-0.12;-0.56;0.82;0.1915;-0.0238;-0.1128;0.163;-50.96;27.37;104.24;85.11;60.19;0.1915;0.1996;-0.008124;-7.179;-6.998;-99.990;0.44;124.68;
2025-02-20 14:00:39.92;0.00:32:10:714;-0.14;-0.53;0.84;0.1882;-0.0262;-0.09723;0.1528;-52.54;28.31;97.24;81.21;53.50;0.1882;0.183;0.005187;-7.253;-7.375;-22.851;0.43;122.46;
2025-02-20 14:00:40.18;0.00:32:10:971;-0.22;-0.59;0.77;0.197;-0.04447;-0.1188;0.1549;-55.26;25.34;101.61;78.60;64.39;0.197;0.2002;-0.003171;-7.055;-6.986;-99.990;0.39;127.50;
2025-02-20 14:00:40.43;0.00:32:11:226;-0.07;-0.53;0.85;0.1825;-0.01185;-0.09556;0.1526;-48.53;28.87;98.87;83.61;52.77;0.1825;0.1804;0.00206;-7.388;-7.437;-26.861;0.47;122.06;
2025-02-20 14:00:40.69;0.00:32:11:482;-0.15;-0.71;0.69;0.1771;-0.02857;-0.1372;0.1318;-50.88;21.62;108.64;74.43;79.13;0.1771;0.1923;-0.01529;-7.519;-7.159;-99.990;0.43;136.15;
2025-02-20 14:00:40.94;0.00:32:11:739;0.10;-0.62;0.78;0.1818;0.01852;-0.1121;0.142;-40.31;25.66;100.00;78.06;62.50;0.1818;0.1818;-3.819E-06;-7.403;-7.403;-99.990;0.55;128.31;
2025-02-20 14:00:41.20;0.00:32:11:994;-0.19;-0.64;0.75;0.1862;-0.03837;-0.1284;0.1497;-53.32;24.08;107.92;80.41;71.98;0.1862;0.2009;-0.01474;-7.301;-6.970;-99.990;0.40;130.62;
2025-02-20 14:00:41.45;0.00:32:12:250;-0.12;-0.64;0.76;0.186;-0.02121;-0.1171;0.139;-50.13;24.72;98.39;74.75;63.97;0.186;0.183;0.002998;-7.305;-7.376;-25.232;0.44;130.10;
2025-02-20 14:00:41.71;0.00:32:12:506;-0.29;-0.61;0.74;0.1993;-0.05849;-0.1239;0.1515;-57.63;23.93;102.47;75.98;68.75;0.1993;0.2043;-0.004917;-7.004;-6.898;-99.990;0.36;129.30;
2025-02-20 14:00:41.97;0.00:32:12:762;-0.15;-0.59;0.80;0.1841;-0.02644;-0.1048;0.1423;-52.08;26.39;97.07;77.29;58.72;0.1841;0.1787;0.005399;-7.349;-7.478;-22.676;0.43;126.38;
2025-02-20 14:00:42.22;0.00:32:13:016;0.01;-0.60;0.80;0.1728;0.001184;-0.1102;0.1472;-44.69;26.59;106.44;85.21;63.79;0.1728;0.1839;-0.01113;-7.626;-7.354;-99.990;0.50;126.82;
2025-02-20 14:00:42.48;0.00:32:13:271;-0.23;-0.56;0.80;0.1873;-0.04112;-0.1025;0.1454;-55.93;26.40;97.48;77.64;58.94;0.1873;0.1826;0.004727;-7.274;-7.385;-23.254;0.39;125.17;
2025-02-20 14:00:42.73;0.00:32:13:525;-0.06;-0.61;0.79;0.176;-0.01169;-0.1109;0.1434;-48.01;26.06;103.23;81.49;63.37;0.176;0.1817;-0.00569;-7.545;-7.407;-99.990;0.47;127.72;
2025-02-20 14:00:42.99;0.00:32:13:781;-0.15;-0.60;0.79;0.1853;-0.02963;-0.118;0.1559;-52.05;26.01;106.74;84.14;65.67;0.1853;0.1977;-0.01248;-7.322;-7.039;-99.990;0.43;127.13;
2025-02-20 14:00:43.24;0.00:32:14:039;-0.07;-0.60;0.79;0.182;-0.01197;-0.1097;0.1443;-48.11;26.30;99.83;79.32;60.62;0.182;0.1817;0.0003117;-7.400;-7.407;-35.063;0.47;127.23;
2025-02-20 14:00:43.50;0.00:32:14:294;-0.19;-0.68;0.70;0.1873;-0.03863;-0.138;0.1423;-52.82;22.40;107.81;75.98;76.50;0.1873;0.2019;-0.01463;-7.275;-6.948;-99.990;0.40;134.11;
2025-02-20 14:00:43.76;0.00:32:14:550;-0.21;-0.59;0.78;0.1894;-0.03783;-0.108;0.1418;-54.65;25.55;96.21;74.88;60.41;0.1894;0.1822;0.007173;-7.226;-7.393;-21.443;0.40;127.29;
2025-02-20 14:00:44.01;0.00:32:14:807;-0.22;-0.60;0.77;0.1972;-0.04473;-0.1214;0.1543;-55.11;25.01;102.12;78.25;65.61;0.1972;0.2014;-0.004178;-7.050;-6.959;-99.990;0.39;128.19;
2025-02-20 14:00:44.27;0.00:32:15:062;-0.08;-0.63;0.77;0.1791;-0.01406;-0.113;0.1381;-48.55;25.24;99.94;77.10;63.59;0.1791;0.1789;0.0001111;-7.470;-7.473;-39.542;0.46;129.30;
2025-02-20 14:00:44.52;0.00:32:15:318;-0.06;-0.58;0.81;0.1728;-0.009984;-0.1009;0.1405;-47.83;27.10;100.25;81.30;58.65;0.1728;0.1733;-0.0004307;-7.624;-7.613;-99.990;0.47;125.67;
2025-02-20 14:00:44.78;0.00:32:15:572;-0.26;-0.67;0.70;0.1917;-0.05244;-0.1344;0.1415;-55.65;22.22;105.45;73.84;75.28;0.1917;0.2021;-0.01045;-7.174;-6.944;-99.990;0.37;133.53;
2025-02-20 14:00:45.03;0.00:32:15:829;-0.13;-0.60;0.79;0.1852;-0.02386;-0.1073;0.1427;-51.27;26.20;97.28;77.08;59.34;0.1852;0.1801;0.005041;-7.324;-7.444;-22.975;0.43;126.93;
2025-02-20 14:00:45.29;0.00:32:16:085;-0.16;-0.59;0.79;0.1958;-0.03183;-0.118;0.1593;-52.55;26.26;102.54;81.37;62.40;0.1958;0.2008;-0.004977;-7.082;-6.973;-99.990;0.42;126.51;
2025-02-20 14:00:45.55;0.00:32:16:341;-0.06;-0.61;0.79;0.1836;-0.01078;-0.1094;0.1408;-47.81;26.01;97.29;76.68;59.88;0.1836;0.1786;0.004975;-7.362;-7.482;-23.032;0.47;127.85;
2025-02-20 14:00:45.80;0.00:32:16:596;-0.10;-0.67;0.74;0.1797;-0.01917;-0.1298;0.1441;-49.20;23.84;108.42;80.17;72.99;0.1797;0.1948;-0.01513;-7.454;-7.103;-99.990;0.45;132.01;
2025-02-20 14:00:46.06;0.00:32:16:850;-0.15;-0.66;0.74;0.1886;-0.02672;-0.1188;0.1343;-51.34;23.90;96.15;71.23;64.58;0.1886;0.1813;0.007261;-7.245;-7.415;-21.390;0.43;131.49;
2025-02-20 14:00:46.31;0.00:32:17:106;-0.03;-0.61;0.79;0.1782;-0.006322;-0.1104;0.1448;-46.64;26.32;102.22;81.26;62.03;0.1782;0.1822;-0.003964;-7.490;-7.395;-99.990;0.48;127.31;
2025-02-20 14:00:46.57;0.00:32:17:362;-0.03;-0.62;0.79;0.1772;-0.005679;-0.1147;0.1469;-46.42;25.98;105.22;82.87;64.83;0.1772;0.1865;-0.009243;-7.515;-7.294;-99.990;0.48;128.00;
2025-02-20 14:00:46.82;0.00:32:17:618;-0.14;-0.59;0.79;0.1921;-0.02695;-0.1172;0.1574;-51.47;26.31;103.13;81.96;62.60;0.1921;0.1981;-0.006006;-7.165;-7.031;-99.990;0.43;126.66;
2025-02-20 14:00:47.08;0.00:32:17:872;-0.04;-0.63;0.78;0.1771;-0.007871;-0.1187;0.1459;-46.90;25.40;106.27;82.36;67.15;0.1771;0.1882;-0.0111;-7.518;-7.254;-99.990;0.48;129.13;
2025-02-20 14:00:47.33;0.00:32:18:125;-0.13;-0.60;0.79;0.1978;-0.02557;-0.1216;0.1586;-50.94;25.97;101.86;80.20;62.80;0.1978;0.2015;-0.003681;-7.038;-6.958;-99.990;0.44;127.46;
2025-02-20 14:00:47.58;0.00:32:18:380;0.02;-0.65;0.76;0.1783;0.0041;-0.126;0.147;-44.07;24.69;108.59;82.42;70.70;0.1783;0.1936;-0.01531;-7.488;-7.130;-99.990;0.51;130.61;
2025-02-20 14:00:47.84;0.00:32:18:636;-0.18;-0.62;0.77;0.1957;-0.03401;-0.1177;0.1457;-53.06;24.97;97.27;74.45;62.60;0.1957;0.1903;0.005335;-7.085;-7.205;-22.729;0.41;128.93;
2025-02-20 14:00:48.10;0.00:32:18:891;-0.05;-0.59;0.81;0.1768;-0.008697;-0.1064;0.1451;-47.34;26.83;101.85;82.05;60.35;0.1768;0.1801;-0.003279;-7.524;-7.445;-99.990;0.48;126.24;
2025-02-20 14:00:48.35;0.00:32:19:148;-0.26;-0.59;0.77;0.1958;-0.04938;-0.1121;0.1456;-56.89;24.96;97.18;74.35;62.58;0.1958;0.1903;0.005517;-7.083;-7.207;-22.583;0.37;127.61;
2025-02-20 14:00:48.61;0.00:32:19:403;0.04;-0.68;0.73;0.1708;0.006903;-0.1242;0.1322;-43.41;23.38;106.27;77.42;72.80;0.1708;0.1815;-0.01071;-7.675;-7.411;-99.990;0.52;133.19;
2025-02-20 14:00:48.86;0.00:32:19:660;-0.16;-0.69;0.70;0.1917;-0.03308;-0.1404;0.1431;-51.63;22.39;106.02;74.66;75.27;0.1917;0.2032;-0.01153;-7.175;-6.921;-99.990;0.42;134.46;
2025-02-20 14:00:49.12;0.00:32:19:916;-0.13;-0.65;0.75;0.171;-0.0234;-0.1165;0.1341;-50.68;24.23;104.75;78.40;69.47;0.171;0.1791;-0.008123;-7.670;-7.468;-99.990;0.43;130.98;
2025-02-20 14:00:49.38;0.00:32:20:172;-0.12;-0.58;0.81;0.1915;-0.02455;-0.1148;0.1613;-51.04;26.98;104.17;84.24;61.28;0.1915;0.1995;-0.007987;-7.178;-7.001;-99.990;0.44;125.43;
2025-02-20 14:00:49.63;0.00:32:20:428;-0.15;-0.63;0.76;0.1864;-0.0265;-0.114;0.138;-51.54;24.84;97.07;74.01;62.81;0.1864;0.181;0.005462;-7.295;-7.424;-22.627;0.43;129.58;
2025-02-20 14:00:49.89;0.00:32:20:684;-0.19;-0.68;0.71;0.1983;-0.03796;-0.1367;0.1418;-52.76;22.49;101.13;71.49;71.53;0.1983;0.2006;-0.00225;-7.026;-6.977;-99.990;0.41;133.95;
2025-02-20 14:00:50.14;0.00:32:20:940;-0.05;-0.61;0.79;0.1722;-0.009107;-0.1101;0.1424;-47.36;26.10;104.68;82.71;64.16;0.1722;0.1802;-0.008058;-7.640;-7.442;-99.990;0.47;127.71;
2025-02-20 14:00:50.40;0.00:32:21:195;-0.21;-0.69;0.70;0.1952;-0.04203;-0.1403;0.1429;-53.34;22.15;104.81;73.19;75.02;0.1952;0.2046;-0.00939;-7.094;-6.890;-99.990;0.40;134.47;
2025-02-20 14:00:50.66;0.00:32:21:452;0.00;-0.66;0.76;0.1693;0.000338;-0.1183;0.1362;-44.92;24.52;106.56;80.46;69.86;0.1693;0.1804;-0.0111;-7.713;-7.437;-99.990;0.50;130.97;
2025-02-20 14:00:50.91;0.00:32:21:706;-0.22;-0.64;0.73;0.1895;-0.04438;-0.1302;0.149;-54.41;23.64;106.98;78.61;72.57;0.1895;0.2027;-0.01323;-7.224;-6.931;-99.990;0.39;131.15;
2025-02-20 14:00:51.17;0.00:32:21:962;-0.28;-0.66;0.70;0.1942;-0.05152;-0.1226;0.1299;-56.40;22.17;95.73;66.91;68.47;0.1942;0.1859;0.008283;-7.118;-7.307;-20.818;0.36;133.33;
2025-02-20 14:00:51.42;0.00:32:22:217;-0.12;-0.68;0.72;0.1862;-0.02407;-0.1358;0.145;-50.03;23.22;107.45;77.86;74.04;0.1862;0.2001;-0.01387;-7.299;-6.987;-99.990;0.44;133.11;
2025-02-20 14:00:51.68;0.00:32:22:473;-0.16;-0.66;0.74;0.196;-0.02972;-0.1242;0.1396;-51.73;23.77;96.55;71.24;65.17;0.196;0.1893;0.00676;-7.077;-7.229;-21.701;0.42;131.66;
2025-02-20 14:00:51.93;0.00:32:22:729;0.06;-0.68;0.73;0.1674;0.01029;-0.1216;0.1313;-42.58;23.54;107.05;78.41;72.89;0.1674;0.1792;-0.01181;-7.762;-7.466;-99.990;0.53;132.81;
2025-02-20 14:00:52.19;0.00:32:22:985;-0.08;-0.63;0.77;0.1891;-0.01534;-0.1144;0.1404;-48.82;25.28;96.10;74.22;61.05;0.1891;0.1817;0.007372;-7.233;-7.405;-21.324;0.46;129.19;
2025-02-20 14:00:52.45;0.00:32:23:241;0.06;-0.68;0.73;0.1725;0.01168;-0.128;0.1387;-42.39;23.59;109.58;80.37;74.49;0.1725;0.1891;-0.01653;-7.631;-7.234;-99.990;0.53;132.71;
2025-02-20 14:00:52.70;0.00:32:23:497;-0.16;-0.60;0.79;0.1957;-0.03123;-0.1182;0.1553;-52.40;25.90;100.98;79.35;62.46;0.1957;0.1976;-0.001919;-7.084;-7.042;-99.990;0.42;127.27;
2025-02-20 14:00:52.96;0.00:32:23:753;0.02;-0.72;0.69;0.1776;0.00318;-0.1386;0.1334;-44.34;21.94;108.36;75.12;78.09;0.1776;0.1924;-0.01485;-7.507;-7.158;-99.990;0.51;136.10;
2025-02-20 14:00:53.21;0.00:32:24:008;-0.09;-0.63;0.77;0.1969;-0.01723;-0.1237;0.1514;-48.97;25.24;99.64;76.86;63.41;0.1969;0.1962;0.0007137;-7.057;-7.073;-31.465;0.46;129.25;
2025-02-20 14:00:53.47;0.00:32:24:265;-0.19;-0.66;0.72;0.1971;-0.03879;-0.133;0.1459;-53.13;23.23;102.06;73.99;70.30;0.1971;0.2012;-0.004064;-7.052;-6.964;-99.990;0.40;132.37;
2025-02-20 14:00:53.73;0.00:32:24:521;0.05;-0.64;0.77;0.1768;0.008817;-0.1176;0.1405;-42.86;25.00;103.72;79.44;66.68;0.1768;0.1834;-0.00658;-7.524;-7.366;-99.990;0.52;129.93;
2025-02-20 14:00:53.98;0.00:32:24:775;-0.15;-0.64;0.76;0.1942;-0.03023;-0.1296;0.1539;-51.57;24.58;104.75;79.24;68.51;0.1942;0.2035;-0.00922;-7.117;-6.915;-99.990;0.43;130.10;
2025-02-20 14:00:54.23;0.00:32:25:029;-0.09;-0.62;0.78;0.1749;-0.01618;-0.1166;0.1465;-48.95;25.61;107.48;83.78;67.32;0.1749;0.188;-0.01308;-7.572;-7.259;-99.990;0.46;128.52;
2025-02-20 14:00:54.49;0.00:32:25:284;-0.09;-0.66;0.74;0.1932;-0.01709;-0.1321;0.1485;-48.69;24.06;103.24;76.86;68.92;0.1932;0.1995;-0.006255;-7.140;-7.001;-99.990;0.46;131.65;
2025-02-20 14:00:54.74;0.00:32:25:539;-0.06;-0.56;0.83;0.1863;-0.01106;-0.1014;0.1509;-48.11;27.97;97.74;80.98;54.74;0.1863;0.1821;0.004202;-7.297;-7.396;-23.766;0.47;123.90;
2025-02-20 14:00:55.00;0.00:32:25:796;-0.15;-0.62;0.77;0.1947;-0.0299;-0.1245;0.1552;-51.75;25.25;103.32;79.71;65.73;0.1947;0.2012;-0.006462;-7.106;-6.964;-99.990;0.43;128.72;
2025-02-20 14:00:55.26;0.00:32:26:052;-0.25;-0.59;0.77;0.1886;-0.04465;-0.1068;0.14;-56.34;25.20;96.29;74.20;61.37;0.1886;0.1816;0.00699;-7.244;-7.408;-21.555;0.38;127.35;
2025-02-20 14:00:55.51;0.00:32:26:306;0.02;-0.64;0.77;0.1791;0.004031;-0.1222;0.147;-44.06;25.13;106.79;82.12;68.27;0.1791;0.1912;-0.01216;-7.470;-7.185;-99.990;0.51;129.73;
2025-02-20 14:00:55.77;0.00:32:26:562;-0.20;-0.62;0.76;0.1918;-0.0377;-0.114;0.14;-54.15;24.69;96.12;72.96;62.58;0.1918;0.1844;0.007444;-7.171;-7.343;-21.282;0.40;129.16;
2025-02-20 14:00:56.02;0.00:32:26:818;-0.06;-0.65;0.76;0.1852;-0.01254;-0.1279;0.1507;-47.80;24.78;106.93;81.38;69.36;0.1852;0.1981;-0.01283;-7.323;-7.032;-99.990;0.47;130.30;
2025-02-20 14:00:56.28;0.00:32:27:074;-0.03;-0.64;0.76;0.1757;-0.005916;-0.1219;0.1449;-46.39;24.95;107.87;82.50;69.50;0.1757;0.1895;-0.01383;-7.553;-7.224;-99.990;0.48;130.08;
2025-02-20 14:00:56.53;0.00:32:27:330;-0.28;-0.54;0.79;0.1917;-0.05125;-0.1005;0.147;-58.50;26.25;96.71;76.72;58.88;0.1917;0.1854;0.006307;-7.175;-7.320;-22.002;0.36;124.36;
2025-02-20 14:00:56.79;0.00:32:27:586;-0.08;-0.57;0.82;0.1792;-0.0151;-0.1085;0.1566;-48.96;27.52;106.66;87.41;61.12;0.1792;0.1911;-0.01193;-7.467;-7.187;-99.990;0.46;124.70;
2025-02-20 14:00:57.05;0.00:32:27:842;-0.03;-0.62;0.79;0.1795;-0.005274;-0.111;0.1419;-46.36;25.97;100.38;79.04;61.88;0.1795;0.1802;-0.0006842;-7.458;-7.442;-99.990;0.49;128.03;
2025-02-20 14:00:57.30;0.00:32:28:098;-0.04;-0.63;0.77;0.1862;-0.007791;-0.1255;0.1534;-46.78;25.34;106.52;82.40;67.51;0.1862;0.1983;-0.01215;-7.300;-7.026;-99.990;0.48;129.27;
2025-02-20 14:00:57.56;0.00:32:28:353;0.02;-0.61;0.79;0.1731;0.003934;-0.1085;0.142;-43.96;26.29;103.28;82.03;62.74;0.1731;0.1787;-0.00567;-7.618;-7.478;-99.990;0.51;127.39;
2025-02-20 14:00:57.81;0.00:32:28:609;-0.10;-0.60;0.79;0.1839;-0.0188;-0.1192;0.1565;-49.48;26.18;107.41;85.06;65.59;0.1839;0.1976;-0.01363;-7.353;-7.043;-99.990;0.45;127.29;
2025-02-20 14:00:58.07;0.00:32:28:864;-0.15;-0.68;0.72;0.2002;-0.0304;-0.1374;0.1444;-51.24;22.87;100.69;72.12;70.26;0.2002;0.2016;-0.001374;-6.985;-6.955;-99.990;0.42;133.57;
2025-02-20 14:00:58.32;0.00:32:29:119;0.01;-0.61;0.79;0.179;0.000937;-0.1085;0.1415;-44.75;26.26;99.61;79.05;60.61;0.179;0.1783;0.0007007;-7.470;-7.487;-31.545;0.50;127.48;
2025-02-20 14:00:58.58;0.00:32:29:376;-0.10;-0.58;0.81;0.1888;-0.01998;-0.1132;0.1573;-50.00;26.92;103.22;83.33;60.90;0.1888;0.1948;-0.00607;-7.240;-7.103;-99.990;0.45;125.74;
