Device : ;PAX1000IR2/M
Serial Number : ;M00773008
Firmware Version : ;1.2.1
Software Version : ;1.4.2002.183
Wavelength [nm] : ;1560
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2025-02-20 13:33:55.33;0.00:05:26:127;0.02;-1.00;0.03;0.1917;0.004449;-0.2102;0.007015;-44.39;0.96;109.74;3.66;109.68;0.1917;0.2104;-0.01867;-7.174;-6.770;-99.990;0.51;178.09;
2025-02-20 13:33:55.58;0.00:05:26:380;-0.02;-1.00;-0.04;0.1918;-0.002688;-0.1745;-0.006203;-45.44;-1.02;91.08;3.23;91.03;0.1918;0.1747;0.0171;-7.172;-7.578;-17.671;0.49;-177.96;
2025-02-20 13:33:55.84;0.00:05:26:634;0.08;-1.00;-0.04;0.1907;0.01701;-0.2008;-0.008128;-42.58;-1.15;105.79;4.26;105.71;0.1907;0.2017;-0.01104;-7.198;-6.953;-99.990;0.54;-177.68;
2025-02-20 13:33:56.10;0.00:05:26:891;0.09;-0.99;0.07;0.1841;0.016;-0.1713;0.01155;-42.33;1.92;93.66;6.27;93.45;0.1841;0.1724;0.01166;-7.349;-7.634;-19.332;0.55;176.14;
2025-02-20 13:33:56.35;0.00:05:27:146;-0.09;-0.99;-0.05;0.2062;-0.01717;-0.1924;-0.01036;-47.55;-1.54;93.81;5.03;93.68;0.2062;0.1934;0.01275;-6.858;-7.135;-18.944;0.46;-176.92;
2025-02-20 13:33:56.60;0.00:05:27:400;0.06;-1.00;0.07;0.1663;0.0103;-0.1775;0.01209;-43.34;1.94;107.17;7.27;106.92;0.1663;0.1782;-0.01192;-7.791;-7.490;-99.990;0.53;176.10;
2025-02-20 13:33:56.86;0.00:05:27:653;0.07;-1.00;0.04;0.1929;0.01408;-0.2107;0.007806;-43.09;1.06;109.55;4.05;109.48;0.1929;0.2113;-0.01843;-7.147;-6.751;-99.990;0.53;177.88;
2025-02-20 13:33:57.11;0.00:05:27:907;0.20;-0.98;0.00;0.1591;0.039;-0.1864;-0.000857;-39.09;-0.13;119.71;0.54;119.71;0.1591;0.1904;-0.03136;-7.984;-7.203;-99.990;0.60;-179.74;
2025-02-20 13:33:57.37;0.00:05:28:161;0.03;-1.00;-0.05;0.195;0.005824;-0.2061;-0.01116;-44.19;-1.55;105.87;5.72;105.71;0.195;0.2064;-0.01144;-7.100;-6.852;-99.990;0.51;-176.90;
2025-02-20 13:33:57.62;0.00:05:28:417;-0.03;-1.00;-0.04;0.1868;-0.004808;-0.1723;-0.007463;-45.80;-1.24;92.33;3.99;92.24;0.1868;0.1725;0.01433;-7.286;-7.632;-18.437;0.49;-177.52;
2025-02-20 13:33:57.88;0.00:05:28:671;-0.06;-0.99;-0.09;0.2027;-0.01237;-0.202;-0.01796;-46.75;-2.54;100.23;8.86;99.84;0.2027;0.2031;-0.0004698;-6.932;-6.922;-99.990;0.47;-174.92;
2025-02-20 13:33:58.13;0.00:05:28:928;0.11;-0.99;-0.09;0.173;0.01852;-0.1645;-0.01438;-41.79;-2.48;96.05;8.31;95.69;0.173;0.1661;0.006837;-7.621;-7.796;-21.652;0.56;-175.00;
2025-02-20 13:33:58.39;0.00:05:29:182;-0.04;-1.00;-0.04;0.2038;-0.007859;-0.1932;-0.006905;-46.16;-1.02;94.94;3.39;94.88;0.2038;0.1935;0.01031;-6.908;-7.134;-19.867;0.48;-177.95;
2025-02-20 13:33:58.64;0.00:05:29:436;0.25;-0.97;-0.04;0.1557;0.04519;-0.1733;-0.006925;-37.69;-1.11;115.14;4.45;115.06;0.1557;0.1793;-0.02357;-8.078;-7.465;-99.990;0.63;-177.71;
2025-02-20 13:33:58.90;0.00:05:29:692;-0.04;-1.00;-0.06;0.1967;-0.008536;-0.209;-0.01292;-46.17;-1.77;106.55;6.57;106.35;0.1967;0.2096;-0.01288;-7.061;-6.786;-99.990;0.48;-176.46;
2025-02-20 13:33:59.15;0.00:05:29:946;0.08;-1.00;0.00;0.1622;0.01475;-0.1937;-0.0004096;-42.82;-0.06;119.77;0.25;119.77;0.1622;0.1942;-0.03207;-7.901;-7.117;-99.990;0.54;-179.88;
2025-02-20 13:33:59.41;0.00:05:30:202;-0.11;-0.99;-0.05;0.2002;-0.02261;-0.1977;-0.01009;-48.26;-1.45;99.54;5.04;99.41;0.2002;0.1993;0.0009166;-6.986;-7.005;-30.378;0.44;-177.08;
2025-02-20 13:33:59.66;0.00:05:30:459;0.19;-0.98;0.05;0.1649;0.03287;-0.1663;0.008989;-39.41;1.52;102.93;5.45;102.78;0.1649;0.1698;-0.004825;-7.827;-7.701;-99.990;0.60;176.91;
2025-02-20 13:33:59.92;0.00:05:30:713;-0.05;-1.00;0.06;0.199;-0.01012;-0.1868;0.0121;-46.55;1.85;94.17;6.08;93.98;0.199;0.1874;0.0116;-7.011;-7.272;-19.356;0.47;176.29;
2025-02-20 13:34:00.17;0.00:05:30:968;0.16;-0.99;-0.04;0.1623;0.02756;-0.1749;-0.006359;-40.52;-1.03;109.13;3.92;109.06;0.1623;0.1772;-0.01483;-7.896;-7.516;-99.990;0.58;-177.92;
2025-02-20 13:34:00.43;0.00:05:31:223;-0.20;-0.97;-0.11;0.1991;-0.03629;-0.1768;-0.01988;-50.80;-3.14;91.19;9.99;90.64;0.1991;0.1816;0.01754;-7.009;-7.409;-17.560;0.40;-173.58;
2025-02-20 13:34:00.68;0.00:05:31:480;0.09;-1.00;-0.03;0.1578;0.01658;-0.1834;-0.005325;-42.42;-0.83;116.71;3.37;116.66;0.1578;0.1842;-0.02638;-8.018;-7.347;-99.990;0.54;-178.34;
2025-02-20 13:34:00.94;0.00:05:31:735;0.13;-0.99;-0.05;0.1892;0.02703;-0.2029;-0.01096;-41.20;-1.53;108.31;5.79;108.15;0.1892;0.2049;-0.01572;-7.230;-6.884;-99.990;0.57;-176.91;
2025-02-20 13:34:01.19;0.00:05:31:990;0.14;-0.99;0.02;0.1581;0.02623;-0.1846;0.003399;-40.96;0.52;117.98;2.15;117.96;0.1581;0.1865;-0.02842;-8.011;-7.293;-99.990;0.57;178.95;
2025-02-20 13:34:01.45;0.00:05:32:245;0.04;-1.00;0.05;0.1898;0.008417;-0.2072;0.009827;-43.84;1.36;109.38;5.18;109.26;0.1898;0.2076;-0.0178;-7.216;-6.827;-99.990;0.52;177.28;
2025-02-20 13:34:01.70;0.00:05:32:499;-0.01;-1.00;-0.01;0.1875;-0.001391;-0.1724;-0.001958;-45.23;-0.33;91.93;1.04;91.93;0.1875;0.1724;0.01513;-7.270;-7.635;-18.202;0.50;-179.35;
2025-02-20 13:34:01.96;0.00:05:32:754;0.01;-1.00;0.06;0.192;0.002483;-0.2105;0.01334;-44.66;1.81;109.86;6.95;109.64;0.192;0.211;-0.01893;-7.167;-6.758;-99.990;0.51;176.37;
2025-02-20 13:34:02.22;0.00:05:33:011;-0.09;-0.99;0.05;0.1951;-0.01637;-0.1779;0.009197;-47.63;1.47;91.67;4.71;91.55;0.1951;0.1789;0.01626;-7.096;-7.474;-17.889;0.45;177.04;
2025-02-20 13:34:02.47;0.00:05:33:266;0.13;-0.99;-0.07;0.1553;0.02381;-0.1771;-0.01308;-41.17;-2.09;115.39;8.42;115.08;0.1553;0.1792;-0.02389;-8.089;-7.467;-99.990;0.57;-175.78;
2025-02-20 13:34:02.73;0.00:05:33:522;0.01;-0.99;-0.10;0.1913;0.002311;-0.1703;-0.01787;-44.61;-3.00;89.51;9.34;89.02;0.1913;0.1712;0.02007;-7.183;-7.664;-16.975;0.51;-174.01;
2025-02-20 13:34:02.98;0.00:05:33:777;-0.02;-1.00;-0.07;0.1651;-0.003192;-0.1903;-0.01294;-45.48;-1.94;115.51;7.84;115.24;0.1651;0.1908;-0.02561;-7.821;-7.195;-99.990;0.49;-176.11;
2025-02-20 13:34:03.24;0.00:05:34:032;-0.09;-0.99;0.06;0.1973;-0.01842;-0.1989;0.01102;-47.65;1.58;101.40;5.58;101.25;0.1973;0.2001;-0.002768;-7.049;-6.989;-99.990;0.45;176.83;
2025-02-20 13:34:03.49;0.00:05:34:286;0.04;-1.00;0.02;0.1681;0.008629;-0.1978;0.004512;-43.75;0.65;117.84;2.68;117.81;0.1681;0.198;-0.02998;-7.745;-7.032;-99.990;0.52;178.69;
2025-02-20 13:34:03.75;0.00:05:34:542;-0.04;-1.00;-0.02;0.1943;-0.007078;-0.1958;-0.003618;-46.04;-0.53;100.83;1.86;100.82;0.1943;0.1959;-0.001621;-7.115;-7.079;-99.990;0.48;-178.94;
2025-02-20 13:34:04.00;0.00:05:34:798;0.16;-0.99;-0.04;0.1728;0.0271;-0.1644;-0.006672;-40.32;-1.15;96.52;3.86;96.44;0.1728;0.1668;0.006019;-7.625;-7.779;-22.205;0.58;-177.68;
2025-02-20 13:34:04.26;0.00:05:35:053;-0.03;-1.00;0.09;0.2081;-0.005582;-0.1934;0.01709;-45.83;2.52;93.32;8.21;92.96;0.2081;0.1942;0.0139;-6.816;-7.117;-18.569;0.49;174.95;
2025-02-20 13:34:04.51;0.00:05:35:309;0.20;-0.98;0.01;0.154;0.03457;-0.171;0.001175;-39.28;0.19;113.25;0.76;113.25;0.154;0.1745;-0.02041;-8.124;-7.583;-99.990;0.60;179.61;
2025-02-20 13:34:04.77;0.00:05:35:565;0.02;-1.00;-0.02;0.1728;0.003331;-0.165;-0.00384;-44.42;-0.67;95.54;2.22;95.51;0.1728;0.1651;0.007715;-7.624;-7.822;-21.127;0.51;-178.67;
2025-02-20 13:34:05.03;0.00:05:35:821;-0.02;-1.00;-0.07;0.1987;-0.003953;-0.2035;-0.0136;-45.56;-1.91;102.67;6.85;102.44;0.1987;0.204;-0.005305;-7.018;-6.904;-99.990;0.49;-176.18;
2025-02-20 13:34:05.28;0.00:05:36:076;0.11;-0.99;0.02;0.173;0.02186;-0.2061;0.003885;-41.97;0.54;119.82;2.25;119.79;0.173;0.2073;-0.03428;-7.619;-6.834;-99.990;0.55;178.92;
2025-02-20 13:34:05.54;0.00:05:36:331;-0.06;-1.00;-0.03;0.1975;-0.01144;-0.1779;-0.00526;-46.84;-0.85;90.30;2.66;90.26;0.1975;0.1783;0.01916;-7.045;-7.488;-17.176;0.47;-178.31;
2025-02-20 13:34:05.79;0.00:05:36:587;0.19;-0.98;-0.02;0.1546;0.0344;-0.1803;-0.003413;-39.60;-0.53;118.77;2.21;118.75;0.1546;0.1836;-0.02902;-8.108;-7.361;-99.990;0.59;-178.92;
2025-02-20 13:34:06.05;0.00:05:36:844;0.03;-1.00;0.00;0.1871;0.005457;-0.1721;0.0004163;-44.09;0.07;92.04;0.22;92.04;0.1871;0.1722;0.01488;-7.280;-7.640;-18.273;0.52;179.86;
2025-02-20 13:34:06.30;0.00:05:37:098;0.19;-0.98;-0.07;0.1603;0.03432;-0.1807;-0.01373;-39.62;-2.13;115.02;8.56;114.70;0.1603;0.1844;-0.02408;-7.950;-7.342;-99.990;0.59;-175.66;
2025-02-20 13:34:06.56;0.00:05:37:351;0.01;-1.00;0.03;0.1928;0.002367;-0.2092;0.005733;-44.68;0.78;108.56;2.97;108.52;0.1928;0.2093;-0.0165;-7.149;-6.792;-99.990;0.51;178.43;
2025-02-20 13:34:06.81;0.00:05:37:606;0.17;-0.99;0.00;0.1596;0.03266;-0.1878;-0.000254;-40.07;-0.04;119.42;0.16;119.42;0.1596;0.1906;-0.031;-7.970;-7.199;-99.990;0.59;-179.92;
2025-02-20 13:34:07.07;0.00:05:37:863;-0.17;-0.98;-0.08;0.1943;-0.03482;-0.2056;-0.01608;-49.81;-2.20;107.65;8.28;107.33;0.1943;0.2092;-0.01487;-7.116;-6.795;-99.990;0.42;-175.53;
2025-02-20 13:34:07.32;0.00:05:38:118;0.10;-0.99;-0.03;0.1794;0.01641;-0.1656;-0.005203;-42.17;-0.90;92.79;2.90;92.74;0.1794;0.1665;0.01294;-7.461;-7.787;-18.880;0.55;-178.20;
2025-02-20 13:34:07.58;0.00:05:38:374;-0.06;-1.00;0.02;0.2038;-0.01265;-0.1984;0.003034;-46.82;0.44;97.52;1.49;97.51;0.2038;0.1988;0.005047;-6.907;-7.016;-22.970;0.47;179.12;
2025-02-20 13:34:07.83;0.00:05:38:630;0.10;-0.99;-0.06;0.1692;0.01628;-0.169;-0.009744;-42.25;-1.64;100.50;5.76;100.33;0.1692;0.1701;-0.0008385;-7.715;-7.694;-99.990;0.55;-176.70;
2025-02-20 13:34:08.09;0.00:05:38:886;-0.03;-1.00;-0.04;0.1784;-0.005223;-0.2083;-0.008458;-45.72;-1.16;116.86;4.74;116.76;0.1784;0.2085;-0.03008;-7.485;-6.809;-99.990;0.49;-177.67;
2025-02-20 13:34:08.35;0.00:05:39:141;0.03;-1.00;0.01;0.1674;0.006022;-0.1794;0.001032;-44.04;0.16;107.21;0.62;107.21;0.1674;0.1795;-0.01207;-7.762;-7.460;-99.990;0.52;179.67;
2025-02-20 13:34:08.60;0.00:05:39:395;0.04;-0.99;0.10;0.1919;0.007877;-0.205;0.02095;-43.90;2.92;107.42;10.91;106.86;0.1919;0.2062;-0.01424;-7.168;-6.858;-99.990;0.52;174.16;
2025-02-20 13:34:08.85;0.00:05:39:650;0.13;-0.98;0.14;0.1601;0.02534;-0.1937;0.0285;-41.27;4.15;123.36;17.80;122.07;0.1601;0.1974;-0.03739;-7.957;-7.045;-99.990;0.56;171.63;
2025-02-20 13:34:09.11;0.00:05:39:907;-0.08;-1.00;-0.01;0.2;-0.01459;-0.191;-0.001921;-47.18;-0.29;95.78;0.96;95.77;0.2;0.1916;0.008451;-6.989;-7.177;-20.731;0.46;-179.42;
2025-02-20 13:34:09.37;0.00:05:40:161;0.12;-0.99;-0.03;0.169;0.02098;-0.1742;-0.004488;-41.57;-0.73;103.84;2.66;103.80;0.169;0.1755;-0.006488;-7.720;-7.556;-99.990;0.56;-178.52;
2025-02-20 13:34:09.62;0.00:05:40:417;-0.03;-1.00;-0.08;0.1938;-0.005988;-0.173;-0.01325;-45.99;-2.19;89.56;6.83;89.30;0.1938;0.1736;0.02023;-7.126;-7.605;-16.941;0.48;-175.62;
2025-02-20 13:34:09.88;0.00:05:40:673;0.11;-0.98;0.15;0.165;0.02239;-0.1932;0.02934;-41.69;4.29;119.16;17.78;117.82;0.165;0.1967;-0.03162;-7.824;-7.063;-99.990;0.56;171.36;
2025-02-20 13:34:10.13;0.00:05:40:928;-0.14;-0.99;-0.02;0.2027;-0.02809;-0.1987;-0.003315;-49.02;-0.47;99.00;1.64;98.98;0.2027;0.2007;0.002033;-6.931;-6.974;-26.919;0.43;-179.04;
2025-02-20 13:34:10.39;0.00:05:41:184;0.16;-0.99;-0.04;0.1657;0.0316;-0.1974;-0.007641;-40.45;-1.09;120.77;4.61;120.68;0.1657;0.2001;-0.03441;-7.808;-6.988;-99.990;0.58;-177.78;
2025-02-20 13:34:10.64;0.00:05:41:437;-0.03;-1.00;-0.04;0.2018;-0.006438;-0.2026;-0.0089;-45.91;-1.26;100.55;4.41;100.46;0.2018;0.2029;-0.001118;-6.951;-6.927;-99.990;0.48;-177.48;
2025-02-20 13:34:10.90;0.00:05:41:694;0.05;-1.00;-0.03;0.1774;0.008027;-0.1664;-0.004768;-43.62;-0.82;93.93;2.69;93.89;0.1774;0.1666;0.01077;-7.510;-7.782;-19.678;0.52;-178.36;
2025-02-20 13:34:11.16;0.00:05:41:950;-0.06;-1.00;-0.03;0.1997;-0.01136;-0.1926;-0.005719;-46.69;-0.85;96.64;2.86;96.60;0.1997;0.193;0.006708;-6.995;-7.144;-21.734;0.47;-178.30;
2025-02-20 13:34:11.41;0.00:05:42:206;0.19;-0.98;0.11;0.1579;0.03292;-0.1682;0.01919;-39.46;3.19;109.22;12.15;108.55;0.1579;0.1725;-0.01457;-8.016;-7.633;-99.990;0.60;173.49;
2025-02-20 13:34:11.67;0.00:05:42:463;-0.07;-1.00;0.06;0.1986;-0.01242;-0.1804;0.01;-46.97;1.58;91.19;5.04;91.05;0.1986;0.1811;0.01751;-7.020;-7.420;-17.567;0.47;176.83;
2025-02-20 13:34:11.92;0.00:05:42:716;0.17;-0.97;0.15;0.158;0.03142;-0.1785;0.02819;-40.01;4.42;116.10;17.84;114.72;0.158;0.1834;-0.02543;-8.013;-7.365;-99.990;0.59;171.03;
2025-02-20 13:34:12.18;0.00:05:42:972;-0.11;-0.98;0.16;0.1945;-0.02329;-0.2068;0.03455;-48.21;4.71;108.45;17.77;106.99;0.1945;0.2109;-0.01644;-7.111;-6.759;-99.990;0.44;170.51;
2025-02-20 13:34:12.43;0.00:05:43:230;0.12;-0.99;0.12;0.1564;0.02223;-0.1778;0.02084;-41.44;3.32;115.38;13.33;114.61;0.1564;0.1804;-0.02404;-8.059;-7.438;-99.990;0.56;173.32;
2025-02-20 13:34:12.69;0.00:05:43:482;0.00;-0.99;0.12;0.1912;-0.0006166;-0.2114;0.02536;-45.08;3.42;111.38;13.27;110.59;0.1912;0.213;-0.02177;-7.185;-6.717;-99.990;0.50;173.16;
2025-02-20 13:34:12.94;0.00:05:43:738;-0.13;-0.99;0.08;0.2033;-0.02427;-0.1847;0.01493;-48.74;2.29;91.92;7.34;91.63;0.2033;0.1869;0.01642;-6.919;-7.285;-17.846;0.44;175.38;
2025-02-20 13:34:13.20;0.00:05:43:995;0.03;-0.99;0.12;0.1841;0.00589;-0.2089;0.0262;-44.19;3.57;114.39;14.23;113.50;0.1841;0.2106;-0.0265;-7.349;-6.765;-99.990;0.51;172.85;
2025-02-20 13:34:13.45;0.00:05:44:249;-0.05;-1.00;0.06;0.2042;-0.009325;-0.1869;0.01124;-46.43;1.72;91.84;5.51;91.67;0.2042;0.1875;0.01666;-6.900;-7.270;-17.783;0.48;176.56;
2025-02-20 13:34:13.71;0.00:05:44:504;0.15;-0.99;0.00;0.1544;0.02462;-0.1638;0.0003881;-40.73;0.07;107.23;0.25;107.23;0.1544;0.1656;-0.01117;-8.112;-7.809;-99.990;0.57;179.86;
2025-02-20 13:34:13.96;0.00:05:44:759;-0.07;-1.00;0.03;0.1984;-0.01337;-0.1812;0.0063;-47.11;0.99;91.66;3.18;91.60;0.1984;0.1818;0.01655;-7.025;-7.403;-17.813;0.46;178.01;
2025-02-20 13:34:14.22;0.00:05:45:013;0.19;-0.98;0.07;0.1552;0.03515;-0.1808;0.01355;-39.50;2.10;118.97;8.73;118.65;0.1552;0.1847;-0.02944;-8.090;-7.336;-99.990;0.60;175.71;
2025-02-20 13:34:14.47;0.00:05:45:267;-0.04;-0.99;-0.13;0.1982;-0.009012;-0.1998;-0.02556;-46.29;-3.64;101.76;12.90;100.94;0.1982;0.2017;-0.003486;-7.029;-6.953;-99.990;0.48;-172.71;
2025-02-20 13:34:14.73;0.00:05:45:523;0.14;-0.99;-0.01;0.1603;0.0264;-0.1924;-0.00227;-41.09;-0.33;121.19;1.42;121.18;0.1603;0.1943;-0.03397;-7.951;-7.116;-99.990;0.57;-179.32;
2025-02-20 13:34:14.98;0.00:05:45:779;-0.13;-0.99;0.00;0.2036;-0.02748;-0.2062;-0.0007088;-48.80;-0.10;102.18;0.35;102.18;0.2036;0.208;-0.004433;-6.913;-6.820;-99.990;0.43;-179.80;
2025-02-20 13:34:15.24;0.00:05:46:034;-0.02;-1.00;0.08;0.1715;-0.003488;-0.1669;0.01282;-45.60;2.20;97.58;7.48;97.29;0.1715;0.1674;0.004153;-7.656;-7.763;-23.817;0.49;175.61;
2025-02-20 13:34:15.49;0.00:05:46:290;-0.16;-0.99;-0.04;0.2003;-0.0308;-0.1916;-0.007947;-49.56;-1.17;96.99;3.97;96.91;0.2003;0.1942;0.006033;-6.984;-7.117;-22.194;0.42;-177.63;
2025-02-20 13:34:15.75;0.00:05:46:542;0.14;-0.99;0.06;0.1669;0.02359;-0.1698;0.009776;-41.05;1.63;102.84;5.86;102.67;0.1669;0.1717;-0.004734;-7.774;-7.653;-99.990;0.57;176.70;
2025-02-20 13:34:16.00;0.00:05:46:799;-0.07;-1.00;0.03;0.2005;-0.01342;-0.1905;0.00637;-47.01;0.95;95.34;3.18;95.29;0.2005;0.1911;0.009339;-6.980;-7.187;-20.297;0.46;178.09;
2025-02-20 13:34:16.26;0.00:05:47:051;0.03;-1.00;0.03;0.1666;0.004627;-0.175;0.004639;-44.24;0.76;105.10;2.78;105.07;0.1666;0.1751;-0.008499;-7.783;-7.567;-99.990;0.51;178.48;
2025-02-20 13:34:16.51;0.00:05:47:308;-0.04;-1.00;0.01;0.1777;-0.009108;-0.2055;0.002085;-46.27;0.29;115.71;1.17;115.70;0.1777;0.2057;-0.02792;-7.502;-6.868;-99.990;0.48;179.42;
2025-02-20 13:34:16.77;0.00:05:47:564;0.05;-1.00;0.06;0.1578;0.008027;-0.1762;0.01123;-43.70;1.82;112.04;7.12;111.81;0.1578;0.1768;-0.019;-8.019;-7.526;-99.990;0.52;176.35;
2025-02-20 13:34:17.02;0.00:05:47:819;-0.05;-1.00;0.01;0.1859;-0.01007;-0.2089;0.00235;-46.38;0.32;112.53;1.26;112.52;0.1859;0.2092;-0.02329;-7.307;-6.795;-99.990;0.48;179.36;
2025-02-20 13:34:17.28;0.00:05:48:074;-0.07;-0.99;0.08;0.1977;-0.01297;-0.1753;0.01412;-47.12;2.30;89.21;7.14;88.92;0.1977;0.1763;0.02134;-7.041;-7.537;-16.708;0.46;175.40;
2025-02-20 13:34:17.54;0.00:05:48:330;-0.07;-0.99;0.09;0.1939;-0.01352;-0.2065;0.01772;-46.87;2.45;107.12;9.14;106.73;0.1939;0.2077;-0.0138;-7.125;-6.826;-99.990;0.47;175.10;
2025-02-20 13:34:17.79;0.00:05:48:584;-0.13;-0.99;-0.01;0.1911;-0.02229;-0.1759;-0.002443;-48.61;-0.39;92.76;1.28;92.75;0.1911;0.1773;0.01384;-7.186;-7.513;-18.588;0.44;-179.20;
2025-02-20 13:34:18.04;0.00:05:48:839;0.15;-0.99;0.04;0.1512;0.02836;-0.1858;0.007587;-40.66;1.16;124.37;5.02;124.27;0.1512;0.1881;-0.03686;-8.203;-7.256;-99.990;0.58;177.66;
2025-02-20 13:34:18.30;0.00:05:49:094;0.08;-0.99;0.14;0.1751;0.0132;-0.1678;0.02395;-42.75;4.05;97.09;13.68;96.13;0.1751;0.17;0.005087;-7.568;-7.696;-22.936;0.54;171.87;
2025-02-20 13:34:18.55;0.00:05:49:349;0.11;-0.99;0.09;0.1635;0.0215;-0.1984;0.01859;-41.91;2.66;122.60;11.37;122.07;0.1635;0.2004;-0.03694;-7.866;-6.981;-99.990;0.55;174.65;
2025-02-20 13:34:18.81;0.00:05:49:604;0.05;-0.98;0.17;0.1672;0.008838;-0.1716;0.02895;-43.53;4.78;104.24;17.31;102.79;0.1672;0.1743;-0.007082;-7.767;-7.587;-99.990;0.53;170.43;
2025-02-20 13:34:19.06;0.00:05:49:859;0.07;-1.00;0.06;0.1699;0.01481;-0.202;0.01302;-42.90;1.84;119.48;7.66;119.24;0.1699;0.203;-0.0331;-7.699;-6.926;-99.990;0.54;176.31;
2025-02-20 13:34:19.32;0.00:05:50:113;-0.15;-0.98;0.12;0.2068;-0.0295;-0.189;0.02297;-49.44;3.42;93.17;11.11;92.50;0.2068;0.1927;0.01413;-6.844;-7.152;-18.499;0.42;173.07;
2025-02-20 13:34:19.57;0.00:05:50:367;-0.05;-1.00;0.03;0.18;-0.01004;-0.2064;0.006561;-46.39;0.91;114.86;3.65;114.80;0.18;0.2067;-0.02675;-7.448;-6.846;-99.990;0.48;178.18;
2025-02-20 13:34:19.83;0.00:05:50:623;-0.16;-0.99;0.05;0.1916;-0.02749;-0.1728;0.008503;-49.52;1.39;91.44;4.44;91.33;0.1916;0.1752;0.0164;-7.177;-7.566;-17.851;0.42;177.18;
2025-02-20 13:34:20.08;0.00:05:50:879;0.08;-0.99;0.09;0.1631;0.01546;-0.1923;0.01708;-42.70;2.53;118.72;10.47;118.26;0.1631;0.1937;-0.03054;-7.874;-7.129;-99.990;0.54;174.93;
2025-02-20 13:34:20.34;0.00:05:51:133;-0.11;-0.99;0.05;0.1846;-0.01877;-0.1691;0.008063;-48.17;1.36;92.23;4.37;92.13;0.1846;0.1703;0.01435;-7.337;-7.688;-18.433;0.44;177.27;
2025-02-20 13:34:20.59;0.00:05:51:390;0.08;-0.99;0.09;0.1586;0.01484;-0.1889;0.01783;-42.75;2.69;120.01;11.24;119.48;0.1586;0.1904;-0.03174;-7.996;-7.204;-99.990;0.54;174.61;
2025-02-20 13:34:20.85;0.00:05:51:644;-0.13;-0.99;-0.01;0.2012;-0.02622;-0.2071;-0.002962;-48.61;-0.41;103.74;1.47;103.73;0.2012;0.2088;-0.007524;-6.963;-6.803;-99.990;0.44;-179.18;
2025-02-20 13:34:21.11;0.00:05:51:900;-0.03;-1.00;0.06;0.1705;-0.006246;-0.1988;0.01136;-45.90;1.63;116.88;6.67;116.69;0.1705;0.1993;-0.02877;-7.683;-7.006;-99.990;0.48;176.73;
2025-02-20 13:34:21.36;0.00:05:52:155;-0.07;-0.98;0.16;0.1996;-0.01335;-0.1978;0.0327;-46.93;4.68;100.69;16.38;99.35;0.1996;0.201;-0.001372;-6.998;-6.969;-99.990;0.47;170.62;
2025-02-20 13:34:21.62;0.00:05:52:412;-0.03;-1.00;0.03;0.1707;-0.004761;-0.1635;0.004713;-45.83;0.83;95.85;2.76;95.81;0.1707;0.1636;0.00709;-7.678;-7.862;-21.494;0.49;178.35;
2025-02-20 13:34:21.87;0.00:05:52:665;-0.13;-0.99;0.06;0.1988;-0.02456;-0.1889;0.01074;-48.70;1.61;95.99;5.40;95.84;0.1988;0.1908;0.007964;-7.016;-7.194;-20.989;0.44;176.75;
2025-02-20 13:34:22.13;0.00:05:52:922;0.06;-1.00;-0.03;0.1617;0.0114;-0.1764;-0.004852;-43.15;-0.79;109.38;3.00;109.33;0.1617;0.1768;-0.01516;-7.914;-7.525;-99.990;0.53;-178.42;
2025-02-20 13:34:22.38;0.00:05:53:177;-0.07;-1.00;0.00;0.1932;-0.01232;-0.1765;-0.0008029;-47.00;-0.13;91.59;0.42;91.59;0.1932;0.1769;0.01625;-7.140;-7.522;-17.892;0.47;-179.74;
2025-02-20 13:34:22.64;0.00:05:53:432;0.14;-0.99;0.05;0.1532;0.02444;-0.1753;0.009439;-41.03;1.53;115.68;6.16;115.51;0.1532;0.1772;-0.02402;-8.147;-7.514;-99.990;0.57;176.92;
2025-02-20 13:34:22.89;0.00:05:53:685;0.03;-1.00;0.09;0.184;0.005777;-0.2074;0.01964;-44.20;2.70;113.27;10.68;112.76;0.184;0.2084;-0.0244;-7.353;-6.812;-99.990;0.51;174.59;
2025-02-20 13:34:23.15;0.00:05:53:941;0.07;-0.98;0.16;0.1571;0.01304;-0.1732;0.02904;-42.85;4.75;112.08;18.48;110.54;0.1571;0.1761;-0.01898;-8.037;-7.542;-99.990;0.54;170.48;
2025-02-20 13:34:23.40;0.00:05:54:197;0.00;-1.00;0.07;0.1837;-0.0006509;-0.2068;0.01384;-45.09;1.92;112.82;7.54;112.57;0.1837;0.2072;-0.02355;-7.359;-6.836;-99.990;0.50;176.17;
