sample_count,min_interval_sec,max_interval_sec,mean_interval_sec,median_interval_sec,std_interval_sec,effective_sample_rate_hz
11869,0.24,0.31,0.25533069340298253,0.26,0.005029631010511144,3.9164895793461194
